Date,Rank,Title,Type,Netflix Release Date,Days In Top 10
10/23/2021,4,Locke & Key,TV Show,7-Feb-20,1
10/23/2021,5,Cocomelon,TV Show,1-Jun-20,359
10/23/2021,6,Shameless,TV Show,30-Jun-16,38
10/23/2021,7,Night Teeth,Movie,20-Oct-21,3
10/23/2021,8,The Great British Baking Show,TV Show,3-Oct-15,19
10/23/2021,9,Riverdale,TV Show,19-May-17,26
10/23/2021,10,Dave Chappelle: The Closer,Stand-Up Comedy,5-Oct-21,16
10/24/2021,1,You,TV Show,26-Dec-18,9
10/24/2021,2,Squid Game,TV Show,17-Sep-21,35
10/24/2021,3,Maid,TV Show,1-Oct-21,23
10/24/2021,4,Locke & Key,TV Show,7-Feb-20,2
10/24/2021,5,Inside Job,TV Show,22-Oct-21,1
10/24/2021,6,Maya and the Three,TV Show,22-Oct-21,1
10/24/2021,7,Night Teeth,Movie,20-Oct-21,4
10/24/2021,8,Cocomelon,TV Show,1-Jun-20,360
10/24/2021,9,Riverdale,TV Show,19-May-17,27
10/24/2021,10,Shameless,TV Show,30-Jun-16,39
10/25/2021,1,You,TV Show,26-Dec-18,10
10/25/2021,2,Squid Game,TV Show,17-Sep-21,36
10/25/2021,3,Locke & Key,TV Show,7-Feb-20,3
10/25/2021,4,Maid,TV Show,1-Oct-21,24
10/25/2021,5,Inside Job,TV Show,22-Oct-21,2
10/25/2021,6,Maya and the Three,TV Show,22-Oct-21,2
10/25/2021,7,Night Teeth,Movie,20-Oct-21,5
10/25/2021,8,Riverdale,TV Show,19-May-17,28
10/25/2021,9,Shameless,TV Show,30-Jun-16,40
10/25/2021,10,Cocomelon,TV Show,1-Jun-20,361
10/26/2021,1,You,TV Show,26-Dec-18,11
10/26/2021,2,Squid Game,TV Show,17-Sep-21,37
10/26/2021,3,Locke & Key,TV Show,7-Feb-20,4
10/26/2021,4,Maid,TV Show,1-Oct-21,25
10/26/2021,5,Inside Job,TV Show,22-Oct-21,3
10/26/2021,6,Riverdale,TV Show,19-May-17,29
10/26/2021,7,Cocomelon,TV Show,1-Jun-20,362
10/26/2021,8,Maya and the Three,TV Show,22-Oct-21,3
10/26/2021,9,Shameless,TV Show,30-Jun-16,41
10/26/2021,10,Night Teeth,Movie,20-Oct-21,6
10/27/2021,1,You,TV Show,26-Dec-18,12
10/27/2021,2,Squid Game,TV Show,17-Sep-21,38
10/27/2021,3,Maid,TV Show,1-Oct-21,26
10/27/2021,4,Locke & Key,TV Show,7-Feb-20,5
10/27/2021,5,Inside Job,TV Show,22-Oct-21,4
10/27/2021,6,Riverdale,TV Show,19-May-17,30
10/27/2021,7,Maya and the Three,TV Show,22-Oct-21,4
10/27/2021,8,Cocomelon,TV Show,1-Jun-20,363
10/27/2021,9,Shameless,TV Show,30-Jun-16,42
10/27/2021,10,King Arthur: Legend of the …,Movie,25-Oct-21,1
10/28/2021,1,You,TV Show,26-Dec-18,13
10/28/2021,2,Squid Game,TV Show,17-Sep-21,39
10/28/2021,3,Maid,TV Show,1-Oct-21,27
10/28/2021,4,Locke & Key,TV Show,7-Feb-20,6
10/28/2021,5,Inside Job,TV Show,22-Oct-21,5
10/28/2021,6,King Arthur: Legend of the …,Movie,25-Oct-21,2
10/28/2021,7,Maya and the Three,TV Show,22-Oct-21,5
10/28/2021,8,Cocomelon,TV Show,1-Jun-20,364
10/28/2021,9,Riverdale,TV Show,19-May-17,31
10/28/2021,10,Hypnotic,Movie,27-Oct-21,1
10/29/2021,1,You,TV Show,26-Dec-18,14
10/29/2021,2,Squid Game,TV Show,17-Sep-21,40
10/29/2021,3,Maid,TV Show,1-Oct-21,28
10/29/2021,4,Locke & Key,TV Show,7-Feb-20,7
10/29/2021,5,Hypnotic,Movie,27-Oct-21,2
10/29/2021,6,King Arthur: Legend of the …,Movie,25-Oct-21,3
10/29/2021,7,Inside Job,TV Show,22-Oct-21,6
10/29/2021,8,Maya and the Three,TV Show,22-Oct-21,6
10/29/2021,9,Cocomelon,TV Show,1-Jun-20,365
10/29/2021,10,Riverdale,TV Show,19-May-17,32
10/30/2021,1,You,TV Show,26-Dec-18,15
10/30/2021,2,Squid Game,TV Show,17-Sep-21,41
10/30/2021,3,Hypnotic,Movie,27-Oct-21,3
10/30/2021,4,Maid,TV Show,1-Oct-21,29
10/30/2021,5,Locke & Key,TV Show,7-Feb-20,8
10/30/2021,6,Army of Thieves,Movie,29-Oct-21,1
10/30/2021,7,The Great British Baking Show,TV Show,3-Oct-15,20
10/30/2021,8,Maya and the Three,TV Show,22-Oct-21,7
10/30/2021,9,King Arthur: Legend of the …,Movie,25-Oct-21,4
10/30/2021,10,Cocomelon,TV Show,1-Jun-20,366
10/31/2021,1,You,TV Show,26-Dec-18,16
10/31/2021,2,Army of Thieves,Movie,29-Oct-21,2
10/31/2021,3,Squid Game,TV Show,17-Sep-21,42
10/31/2021,4,Hypnotic,Movie,27-Oct-21,4
10/31/2021,5,Maid,TV Show,1-Oct-21,30
10/31/2021,6,Maya and the Three,TV Show,22-Oct-21,8
10/31/2021,7,King Arthur: Legend of the …,Movie,25-Oct-21,5
10/31/2021,8,Locke & Key,TV Show,7-Feb-20,9
10/31/2021,9,Cocomelon,TV Show,1-Jun-20,367
10/31/2021,10,Colin in Black & White,TV Show,29-Oct-21,1
11/1/2021,1,Army of Thieves,Movie,29-Oct-21,3
11/1/2021,2,You,TV Show,26-Dec-18,17
11/1/2021,3,Squid Game,TV Show,17-Sep-21,43
11/1/2021,4,Maid,TV Show,1-Oct-21,31
11/1/2021,5,Hypnotic,Movie,27-Oct-21,5
11/1/2021,6,Locke & Key,TV Show,7-Feb-20,10
11/1/2021,7,Maya and the Three,TV Show,22-Oct-21,9
11/1/2021,8,King Arthur: Legend of the …,Movie,25-Oct-21,6
11/1/2021,9,Cocomelon,TV Show,1-Jun-20,368
11/1/2021,10,Colin in Black & White,TV Show,29-Oct-21,2
11/2/2021,1,Army of Thieves,Movie,29-Oct-21,4
11/2/2021,2,You,TV Show,26-Dec-18,18
11/2/2021,3,Squid Game,TV Show,17-Sep-21,44
11/2/2021,4,Maid,TV Show,1-Oct-21,32
11/2/2021,5,Locke & Key,TV Show,7-Feb-20,11
11/2/2021,6,Colin in Black & White,TV Show,29-Oct-21,3
11/2/2021,7,Cocomelon,TV Show,1-Jun-20,369
11/2/2021,8,21 Jump Street,Movie,1-Nov-21,1
11/2/2021,9,Riverdale,TV Show,19-May-17,33
11/2/2021,10,Hypnotic,Movie,27-Oct-21,6
11/3/2021,1,You,TV Show,26-Dec-18,19
11/3/2021,2,Army of Thieves,Movie,29-Oct-21,5
11/3/2021,3,Squid Game,TV Show,17-Sep-21,45
11/3/2021,4,Colin in Black & White,TV Show,29-Oct-21,4
11/3/2021,5,21 Jump Street,Movie,1-Nov-21,2
11/3/2021,6,Maid,TV Show,1-Oct-21,33
11/3/2021,7,Locke & Key,TV Show,7-Feb-20,12
11/3/2021,8,Cocomelon,TV Show,1-Jun-20,370
11/3/2021,9,Replicas,Movie,1-Nov-21,1
11/3/2021,10,Riverdale,TV Show,19-May-17,34
11/4/2021,1,The Harder They Fall,Movie,3-Nov-21,1
11/4/2021,2,You,TV Show,26-Dec-18,20
11/4/2021,3,21 Jump Street,Movie,1-Nov-21,3
11/4/2021,4,Squid Game,TV Show,17-Sep-21,46
11/4/2021,5,Army of Thieves,Movie,29-Oct-21,6
11/4/2021,6,Colin in Black & White,TV Show,29-Oct-21,5
11/4/2021,7,Maid,TV Show,1-Oct-21,34
11/4/2021,8,Cocomelon,TV Show,1-Jun-20,371
11/4/2021,9,Locke & Key,TV Show,7-Feb-20,13
11/4/2021,10,Replicas,Movie,1-Nov-21,2
11/5/2021,1,The Harder They Fall,Movie,3-Nov-21,2
11/5/2021,2,You,TV Show,26-Dec-18,21
11/5/2021,3,21 Jump Street,Movie,1-Nov-21,4
11/5/2021,4,Squid Game,TV Show,17-Sep-21,47
11/5/2021,5,Colin in Black & White,TV Show,29-Oct-21,6
11/5/2021,6,Army of Thieves,Movie,29-Oct-21,7
11/5/2021,7,Maid,TV Show,1-Oct-21,35
11/5/2021,8,Cocomelon,TV Show,1-Jun-20,372
11/5/2021,9,Catching Killers,TV Show,4-Nov-21,1
11/5/2021,10,Locke & Key,TV Show,7-Feb-20,14
11/6/2021,1,The Harder They Fall,Movie,3-Nov-21,3
11/6/2021,2,Love Hard,Movie,5-Nov-21,1
11/6/2021,3,Big Mouth,TV Show,29-Sep-17,14
11/6/2021,4,You,TV Show,26-Dec-18,22
11/6/2021,5,Squid Game,TV Show,17-Sep-21,48
11/6/2021,6,21 Jump Street,Movie,1-Nov-21,5
11/6/2021,7,Narcos: Mexico,TV Show,16-Nov-18,1
11/6/2021,8,The Great British Baking Show,TV Show,3-Oct-15,21
11/6/2021,9,Catching Killers,TV Show,4-Nov-21,2
11/6/2021,10,Army of Thieves,Movie,29-Oct-21,8
11/7/2021,1,The Harder They Fall,Movie,3-Nov-21,4
11/7/2021,2,Love Hard,Movie,5-Nov-21,2
11/7/2021,3,Big Mouth,TV Show,29-Sep-17,15
11/7/2021,4,You,TV Show,26-Dec-18,23
11/7/2021,5,Narcos: Mexico,TV Show,16-Nov-18,2
11/7/2021,6,Squid Game,TV Show,17-Sep-21,49
11/7/2021,7,21 Jump Street,Movie,1-Nov-21,6
11/7/2021,8,Catching Killers,TV Show,4-Nov-21,3
11/7/2021,9,Army of Thieves,Movie,29-Oct-21,9
11/7/2021,10,Cocomelon,TV Show,1-Jun-20,373
11/8/2021,1,Love Hard,Movie,5-Nov-21,3
11/8/2021,2,The Harder They Fall,Movie,3-Nov-21,5
11/8/2021,3,Big Mouth,TV Show,29-Sep-17,16
11/8/2021,4,Narcos: Mexico,TV Show,16-Nov-18,3
11/8/2021,5,You,TV Show,26-Dec-18,24
11/8/2021,6,Squid Game,TV Show,17-Sep-21,50
11/8/2021,7,21 Jump Street,Movie,1-Nov-21,7
11/8/2021,8,Catching Killers,TV Show,4-Nov-21,4
11/8/2021,9,Arcane,TV Show,6-Nov-21,1
11/8/2021,10,Maid,TV Show,1-Oct-21,36
11/9/2021,1,Love Hard,Movie,5-Nov-21,4
11/9/2021,2,Big Mouth,TV Show,29-Sep-17,17
11/9/2021,3,The Harder They Fall,Movie,3-Nov-21,6
11/9/2021,4,Narcos: Mexico,TV Show,16-Nov-18,4
11/9/2021,5,You,TV Show,26-Dec-18,25
11/9/2021,6,Catching Killers,TV Show,4-Nov-21,5
11/9/2021,7,Squid Game,TV Show,17-Sep-21,51
11/9/2021,8,Cocomelon,TV Show,1-Jun-20,374
11/9/2021,9,21 Jump Street,Movie,1-Nov-21,8
11/9/2021,10,Maid,TV Show,1-Oct-21,37
11/10/2021,1,Love Hard,Movie,5-Nov-21,5
11/10/2021,2,Big Mouth,TV Show,29-Sep-17,18
11/10/2021,3,Narcos: Mexico,TV Show,16-Nov-18,5
11/10/2021,4,The Harder They Fall,Movie,3-Nov-21,7
11/10/2021,5,You,TV Show,26-Dec-18,26
11/10/2021,6,Squid Game,TV Show,17-Sep-21,52
11/10/2021,7,Catching Killers,TV Show,4-Nov-21,6
11/10/2021,8,Cocomelon,TV Show,1-Jun-20,375
11/10/2021,9,Maid,TV Show,1-Oct-21,38
11/10/2021,10,21 Jump Street,Movie,1-Nov-21,9
11/11/2021,1,Love Hard,Movie,5-Nov-21,6
11/11/2021,2,Big Mouth,TV Show,29-Sep-17,19
11/11/2021,3,Narcos: Mexico,TV Show,16-Nov-18,6
11/11/2021,4,The Harder They Fall,Movie,3-Nov-21,8
11/11/2021,5,You,TV Show,26-Dec-18,27
11/11/2021,6,Squid Game,TV Show,17-Sep-21,53
11/11/2021,7,Cocomelon,TV Show,1-Jun-20,376
11/11/2021,8,Catching Killers,TV Show,4-Nov-21,7
11/11/2021,9,Maid,TV Show,1-Oct-21,39
11/11/2021,10,The Thundermans,TV Show,1-Nov-21,1
11/12/2021,1,Love Hard,Movie,5-Nov-21,7
11/12/2021,2,Big Mouth,TV Show,29-Sep-17,20
11/12/2021,3,Narcos: Mexico,TV Show,16-Nov-18,7
11/12/2021,4,The Harder They Fall,Movie,3-Nov-21,9
11/12/2021,5,You,TV Show,26-Dec-18,28
11/12/2021,6,Squid Game,TV Show,17-Sep-21,54
11/12/2021,7,Passing,Movie,10-Nov-21,1
11/12/2021,8,Cocomelon,TV Show,1-Jun-20,377
11/12/2021,9,The Thundermans,TV Show,1-Nov-21,2
11/12/2021,10,Maid,TV Show,1-Oct-21,40
11/13/2021,1,Red Notice,Movie,12-Nov-21,1
11/13/2021,2,Love Hard,Movie,5-Nov-21,8
11/13/2021,3,Big Mouth,TV Show,29-Sep-17,21
11/13/2021,4,Narcos: Mexico,TV Show,16-Nov-18,8
11/13/2021,5,The Great British Baking Show,TV Show,3-Oct-15,22
11/13/2021,6,You,TV Show,26-Dec-18,29
11/13/2021,7,The Harder They Fall,Movie,3-Nov-21,10
11/13/2021,8,Squid Game,TV Show,17-Sep-21,55
11/13/2021,9,Cocomelon,TV Show,1-Jun-20,378
11/13/2021,10,Passing,Movie,10-Nov-21,2
11/14/2021,1,Red Notice,Movie,12-Nov-21,2
11/14/2021,2,Love Hard,Movie,5-Nov-21,9
11/14/2021,3,Big Mouth,TV Show,29-Sep-17,22
11/14/2021,4,The Harder They Fall,Movie,3-Nov-21,11
11/14/2021,5,Arcane,TV Show,6-Nov-21,2
11/14/2021,6,Narcos: Mexico,TV Show,16-Nov-18,9
11/14/2021,7,Passing,Movie,10-Nov-21,3
11/14/2021,8,Squid Game,TV Show,17-Sep-21,56
11/14/2021,9,You,TV Show,26-Dec-18,30
11/14/2021,10,Animal,TV Show,10-Nov-21,1
11/15/2021,1,Red Notice,Movie,12-Nov-21,3
11/15/2021,2,Love Hard,Movie,5-Nov-21,10
11/15/2021,3,Big Mouth,TV Show,29-Sep-17,23
11/15/2021,4,Narcos: Mexico,TV Show,16-Nov-18,10
11/15/2021,5,The Harder They Fall,Movie,3-Nov-21,12
11/15/2021,6,Animal,TV Show,10-Nov-21,2
11/15/2021,7,You,TV Show,26-Dec-18,31
11/15/2021,8,Squid Game,TV Show,17-Sep-21,57
11/15/2021,9,Arcane,TV Show,6-Nov-21,3
11/15/2021,10,Cocomelon,TV Show,1-Jun-20,379
11/16/2021,1,Red Notice,Movie,12-Nov-21,4
11/16/2021,2,Narcos: Mexico,TV Show,16-Nov-18,11
11/16/2021,3,Love Hard,Movie,5-Nov-21,11
11/16/2021,4,You,TV Show,26-Dec-18,32
11/16/2021,5,Big Mouth,TV Show,29-Sep-17,24
11/16/2021,6,Squid Game,TV Show,17-Sep-21,58
11/16/2021,7,Maid,TV Show,1-Oct-21,41
11/16/2021,8,Cocomelon,TV Show,1-Jun-20,380
11/16/2021,9,The Harder They Fall,Movie,3-Nov-21,13
11/16/2021,10,The Thundermans,TV Show,1-Nov-21,3
11/17/2021,1,Red Notice,Movie,12-Nov-21,5
11/17/2021,2,Narcos: Mexico,TV Show,16-Nov-18,12
11/17/2021,3,You,TV Show,26-Dec-18,33
11/17/2021,4,American Pie: Reunion,Movie,16-Nov-21,1
11/17/2021,5,Love Hard,Movie,5-Nov-21,12
11/17/2021,6,Maid,TV Show,1-Oct-21,42
11/17/2021,7,Squid Game,TV Show,17-Sep-21,59
11/17/2021,8,Cocomelon,TV Show,1-Jun-20,381
11/17/2021,9,Big Mouth,TV Show,29-Sep-17,25
11/17/2021,10,The Harder They Fall,Movie,3-Nov-21,14
11/18/2021,1,Red Notice,Movie,12-Nov-21,6
11/18/2021,2,Tiger King: Murder  Mayhem …,TV Show,20-Mar-20,36
11/18/2021,3,Narcos: Mexico,TV Show,16-Nov-18,13
11/18/2021,4,You,TV Show,26-Dec-18,34
11/18/2021,5,Maid,TV Show,1-Oct-21,43
11/18/2021,6,The Queen of Flow,TV Show,9-Nov-18,1
11/18/2021,7,Cocomelon,TV Show,1-Jun-20,382
11/18/2021,8,Squid Game,TV Show,17-Sep-21,60
11/18/2021,9,Love Hard,Movie,5-Nov-21,13
11/18/2021,10,Big Mouth,TV Show,29-Sep-17,26
11/19/2021,1,Tiger King: Murder  Mayhem …,TV Show,20-Mar-20,37
11/19/2021,2,Red Notice,Movie,12-Nov-21,7
11/19/2021,3,The Princess Switch 3: Roma…,Movie,18-Nov-21,2
11/19/2021,4,The Queen of Flow,TV Show,9-Nov-18,2
11/19/2021,5,Narcos: Mexico,TV Show,16-Nov-18,14
11/19/2021,6,You,TV Show,26-Dec-18,35
11/19/2021,7,Maid,TV Show,1-Oct-21,44
11/19/2021,8,Cocomelon,TV Show,1-Jun-20,383
11/19/2021,9,American Pie: Reunion,Movie,16-Nov-21,2
11/19/2021,10,Squid Game,TV Show,17-Sep-21,61
11/20/2021,1,Red Notice,Movie,12-Nov-21,8
11/20/2021,2,Tiger King,TV Show,20-Mar-20,38
11/20/2021,3,Cowboy Bebop,TV Show,19-Nov-21,1
11/20/2021,4,Hellbound,TV Show,19-Nov-21,1
11/20/2021,5,The Queen of Flow,TV Show,9-Nov-18,3
11/20/2021,6,The Princess Switch 3: Roma…,Movie,18-Nov-21,3
11/20/2021,7,The Great British Baking Show,TV Show,3-Oct-15,23
11/20/2021,8,Narcos: Mexico,TV Show,16-Nov-18,15
11/20/2021,9,Cocomelon,TV Show,1-Jun-20,384
11/20/2021,10,Maid,TV Show,1-Oct-21,45
11/21/2021,1,Red Notice,Movie,12-Nov-21,9
11/21/2021,2,Tiger King,TV Show,20-Mar-20,39
11/21/2021,3,Cowboy Bebop,TV Show,19-Nov-21,2
11/21/2021,4,Hellbound,TV Show,19-Nov-21,2
11/21/2021,5,Arcane,TV Show,6-Nov-21,4
11/21/2021,6,The Queen of Flow,TV Show,9-Nov-18,4
11/21/2021,7,The Princess Switch 3: Roma…,Movie,18-Nov-21,4
11/21/2021,8,Maid,TV Show,1-Oct-21,46
11/21/2021,9,Narcos: Mexico,TV Show,16-Nov-18,16
11/21/2021,10,Squid Game,TV Show,17-Sep-21,62
11/22/2021,1,Red Notice,Movie,12-Nov-21,10
11/22/2021,2,Cowboy Bebop,TV Show,19-Nov-21,3
11/22/2021,3,Tiger King,TV Show,20-Mar-20,40
11/22/2021,4,Hellbound,TV Show,19-Nov-21,3
11/22/2021,5,The Queen of Flow,TV Show,9-Nov-18,5
11/22/2021,6,Arcane,TV Show,6-Nov-21,5
11/22/2021,7,Maid,TV Show,1-Oct-21,47
11/22/2021,8,The Princess Switch 3: Roma…,Movie,18-Nov-21,5
11/22/2021,9,Narcos: Mexico,TV Show,16-Nov-18,17
11/22/2021,10,Squid Game,TV Show,17-Sep-21,63
11/23/2021,1,Cowboy Bebop,TV Show,19-Nov-21,4
11/23/2021,2,Red Notice,Movie,12-Nov-21,11
11/23/2021,3,Tiger King,TV Show,20-Mar-20,41
11/23/2021,4,Hellbound,TV Show,19-Nov-21,4
11/23/2021,5,The Queen of Flow,TV Show,9-Nov-18,6
11/23/2021,6,Arcane,TV Show,6-Nov-21,6
11/23/2021,7,Here Comes the Boom,Movie,20-Nov-21,1
11/23/2021,8,Maid,TV Show,1-Oct-21,48
11/23/2021,9,Cocomelon,TV Show,1-Jun-20,385
11/23/2021,10,Narcos: Mexico,TV Show,16-Nov-18,18
11/24/2021,1,Cowboy Bebop,TV Show,19-Nov-21,5
11/24/2021,2,Red Notice,Movie,12-Nov-21,12
11/24/2021,3,The Queen of Flow,TV Show,9-Nov-18,7
11/24/2021,4,Tiger King,TV Show,20-Mar-20,42
11/24/2021,5,Hellbound,TV Show,19-Nov-21,5
11/24/2021,6,Here Comes the Boom,Movie,20-Nov-21,2
11/24/2021,7,Cocomelon,TV Show,1-Jun-20,386
11/24/2021,8,Maid,TV Show,1-Oct-21,49
11/24/2021,9,Narcos: Mexico,TV Show,16-Nov-18,19
11/24/2021,10,Arcane,TV Show,6-Nov-21,7
11/25/2021,1,True Story,TV Show,24-Nov-21,1
11/25/2021,2,Bruised,Movie,24-Nov-21,1
11/25/2021,3,Selling Sunset,TV Show,22-Mar-19,8
11/25/2021,4,Cowboy Bebop,TV Show,19-Nov-21,6
11/25/2021,5,Red Notice,Movie,12-Nov-21,13
11/25/2021,6,The Queen of Flow,TV Show,9-Nov-18,8
11/25/2021,7,Tiger King,TV Show,20-Mar-20,43
11/25/2021,8,Hellbound,TV Show,19-Nov-21,6
11/25/2021,9,A Boy Called Christmas,Movie,24-Nov-21,1
11/25/2021,10,Cocomelon,TV Show,1-Jun-20,387
11/26/2021,1,True Story,TV Show,24-Nov-21,2
11/26/2021,2,Bruised,Movie,24-Nov-21,2
11/26/2021,3,Red Notice,Movie,12-Nov-21,14
11/26/2021,4,Selling Sunset,TV Show,22-Mar-19,9
11/26/2021,5,Cowboy Bebop,TV Show,19-Nov-21,7
11/26/2021,6,A Boy Called Christmas,Movie,24-Nov-21,2
11/26/2021,7,The Queen of Flow,TV Show,9-Nov-18,9
11/26/2021,8,Hellbound,TV Show,19-Nov-21,7
11/26/2021,9,Tiger King,TV Show,20-Mar-20,44
11/26/2021,10,Squid Game,TV Show,17-Sep-21,64
11/27/2021,1,True Story,TV Show,24-Nov-21,3
11/27/2021,2,Bruised,Movie,24-Nov-21,3
11/27/2021,3,Selling Sunset,TV Show,22-Mar-19,10
11/27/2021,4,Red Notice,Movie,12-Nov-21,15
11/27/2021,5,A Castle for Christmas,Movie,26-Nov-21,1
11/27/2021,6,The Queen of Flow,TV Show,9-Nov-18,10
11/27/2021,7,Cowboy Bebop,TV Show,19-Nov-21,8
11/27/2021,8,A Boy Called Christmas,Movie,24-Nov-21,3
11/27/2021,9,The Great British Baking Show,TV Show,3-Oct-15,24
11/27/2021,10,Squid Game,TV Show,17-Sep-21,65
11/28/2021,1,True Story,TV Show,24-Nov-21,4
11/28/2021,2,Bruised,Movie,24-Nov-21,4
11/28/2021,3,Selling Sunset,TV Show,22-Mar-19,11
11/28/2021,4,Red Notice,Movie,12-Nov-21,16
11/28/2021,5,The Queen of Flow,TV Show,9-Nov-18,11
11/28/2021,6,A Castle for Christmas,Movie,26-Nov-21,2
11/28/2021,7,A Boy Called Christmas,Movie,24-Nov-21,4
11/28/2021,8,Cowboy Bebop,TV Show,19-Nov-21,9
11/28/2021,9,Squid Game,TV Show,17-Sep-21,66
11/28/2021,10,School of Chocolate,TV Show,26-Nov-21,1
11/29/2021,1,True Story,TV Show,24-Nov-21,5
11/29/2021,2,Bruised,Movie,24-Nov-21,5
11/29/2021,3,Selling Sunset,TV Show,22-Mar-19,12
11/29/2021,4,The Queen of Flow,TV Show,9-Nov-18,12
11/29/2021,5,A Castle for Christmas,Movie,26-Nov-21,3
11/29/2021,6,Red Notice,Movie,12-Nov-21,17
11/29/2021,7,Cowboy Bebop,TV Show,19-Nov-21,10
11/29/2021,8,Elves,TV Show,28-Nov-21,1
11/29/2021,9,A Boy Called Christmas,Movie,24-Nov-21,5
11/29/2021,10,School of Chocolate,TV Show,26-Nov-21,2
11/30/2021,1,True Story,TV Show,24-Nov-21,6
11/30/2021,2,Selling Sunset,TV Show,22-Mar-19,13
11/30/2021,3,The Queen of Flow,TV Show,9-Nov-18,13
11/30/2021,4,Bruised,Movie,24-Nov-21,6
11/30/2021,5,A Castle for Christmas,Movie,26-Nov-21,4
11/30/2021,6,School of Chocolate,TV Show,26-Nov-21,3
11/30/2021,7,Cowboy Bebop,TV Show,19-Nov-21,11
11/30/2021,8,Red Notice,Movie,12-Nov-21,18
11/30/2021,9,A Boy Called Christmas,Movie,24-Nov-21,6
11/30/2021,10,Cocomelon,TV Show,1-Jun-20,388
12/1/2021,1,True Story,TV Show,24-Nov-21,7
12/1/2021,2,The Queen of Flow,TV Show,9-Nov-18,14
12/1/2021,3,Selling Sunset,TV Show,22-Mar-19,14
12/1/2021,4,Bruised,Movie,24-Nov-21,7
12/1/2021,5,School of Chocolate,TV Show,26-Nov-21,4
12/1/2021,6,A Castle for Christmas,Movie,26-Nov-21,5
12/1/2021,7,Cowboy Bebop,TV Show,19-Nov-21,12
12/1/2021,8,Red Notice,Movie,12-Nov-21,19
12/1/2021,9,Cocomelon,TV Show,1-Jun-20,389
12/1/2021,10,A Boy Called Christmas,Movie,24-Nov-21,7
12/2/2021,1,Lost in Space,TV Show,13-Apr-18,1
12/2/2021,2,True Story,TV Show,24-Nov-21,8
12/2/2021,3,The Power of the Dog,Movie,1-Dec-21,1
12/2/2021,4,The Queen of Flow,TV Show,9-Nov-18,15
12/2/2021,5,Selling Sunset,TV Show,22-Mar-19,15
12/2/2021,6,Jojo's Bizarre Adventure,TV Show,8-Mar-19,1
12/2/2021,7,Life,Movie,1-Dec-21,1
12/2/2021,8,School of Chocolate,TV Show,26-Nov-21,5
12/2/2021,9,Bruised,Movie,24-Nov-21,8
12/2/2021,10,A Castle for Christmas,Movie,26-Nov-21,6
12/3/2021,1,Lost in Space,TV Show,13-Apr-18,2
12/3/2021,2,True Story,TV Show,24-Nov-21,9
12/3/2021,3,The Power of the Dog,Movie,1-Dec-21,2
12/3/2021,4,The Queen of Flow,TV Show,9-Nov-18,16
12/3/2021,5,Selling Sunset,TV Show,22-Mar-19,16
12/3/2021,6,Life,Movie,1-Dec-21,2
12/3/2021,7,Single all the Way,Movie,2-Dec-21,1
12/3/2021,8,Cocomelon,TV Show,1-Jun-20,390
12/3/2021,9,School of Chocolate,TV Show,26-Nov-21,6
12/3/2021,10,A Castle for Christmas,Movie,26-Nov-21,7
12/4/2021,1,Money Heist,TV Show,20-Dec-17,26
12/4/2021,2,Lost in Space,TV Show,13-Apr-18,3
12/4/2021,3,The Power of the Dog,Movie,1-Dec-21,3
12/4/2021,4,True Story,TV Show,24-Nov-21,10
12/4/2021,5,Jurassic World: Camp Cretac…,TV Show,18-Sep-20,25
12/4/2021,6,The Queen of Flow,TV Show,9-Nov-18,17
12/4/2021,7,Selling Sunset,TV Show,22-Mar-19,17
12/4/2021,8,Life,Movie,1-Dec-21,3
12/4/2021,9,Cocomelon,TV Show,1-Jun-20,391
12/4/2021,10,Single all the Way,Movie,2-Dec-21,2
12/5/2021,1,Money Heist,TV Show,20-Dec-17,27
12/5/2021,2,Lost in Space,TV Show,13-Apr-18,4
12/5/2021,3,True Story,TV Show,24-Nov-21,11
12/5/2021,4,The Power of the Dog,Movie,1-Dec-21,4
12/5/2021,5,Jurassic World: Camp Cretac…,TV Show,18-Sep-20,26
12/5/2021,6,The Queen of Flow,TV Show,9-Nov-18,18
12/5/2021,7,Life,Movie,1-Dec-21,4
12/5/2021,8,Single All the Way,Movie,2-Dec-21,3
12/5/2021,9,Red Notice,Movie,12-Nov-21,20
12/5/2021,10,Selling Sunset,TV Show,22-Mar-19,18
12/6/2021,1,Money Heist,TV Show,20-Dec-17,28
12/6/2021,2,Lost in Space,TV Show,13-Apr-18,5
12/6/2021,3,True Story,TV Show,24-Nov-21,12
12/6/2021,4,The Queen of Flow,TV Show,9-Nov-18,19
12/6/2021,5,The Power of the Dog,Movie,1-Dec-21,5
12/6/2021,6,Jurassic World Camp Cretaceous,TV Show,18-Sep-20,27
12/6/2021,7,Single All the Way,Movie,2-Dec-21,4
12/6/2021,8,Life,Movie,1-Dec-21,5
12/6/2021,9,Selling Sunset,TV Show,22-Mar-19,19
12/6/2021,10,Red Notice,Movie,12-Nov-21,21
12/7/2021,1,Money Heist,TV Show,20-Dec-17,29
12/7/2021,2,Lost in Space,TV Show,13-Apr-18,6
12/7/2021,3,The Queen of Flow,TV Show,9-Nov-18,20
12/7/2021,4,True Story,TV Show,24-Nov-21,13
12/7/2021,5,Cocomelon,TV Show,1-Jun-20,392
12/7/2021,6,Selling Sunset,TV Show,22-Mar-19,20
12/7/2021,7,Jurassic World Camp Cretaceous,TV Show,18-Sep-20,28
